station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h
Changi,2024,2,27,1,1,1,1,28.1,30.9,27.1,14.9,38.9
Changi,2024,2,28,0,0,0,0,28.8,32.6,26.7,19.8,44.4
Changi,2024,2,29,0,0,0,0,28.9,33.4,26,17.7,44.4
Changi,2024,3,1,1,1,1,1,29,33.4,27,15.4,40.7
Changi,2024,3,2,5,2.2,3.4,3.4,28.3,32.8,26.6,13.2,46.3
Changi,2024,3,3,16.2,6,7,7.2,27.3,30.5,24.7,14.4,51.9
Changi,2024,3,4,17,11,13.4,14.2,28.4,32.4,24.1,14,46.3
Changi,2024,3,5,30.4,17.2,25.8,28.8,26.6,31.4,24.4,7.1,27.8
Changi,2024,3,6,0.2,0.2,0.2,0.2,27.6,33.9,25.2,6.9,31.5
Changi,2024,3,7,40.6,35.4,39.2,40.6,28.1,33.2,23.8,8.4,35.2
Changi,2024,3,8,49.8,44.4,47.6,49.6,27.1,31.9,22.5,7,42.6
Changi,2024,3,9,0,0,0,0,28.5,32.8,25.8,11.2,31.5
Changi,2024,3,10,0,0,0,0,28.2,32.1,26.3,14,46.3
Changi,2024,3,11,0,0,0,0,28.8,32.3,26,15.1,40.7
Changi,2024,3,12,0,0,0,0,28.9,32.7,26.8,15,46.3
Changi,2024,3,13,0,0,0,0,28.7,33.1,25.5,16.4,40.7
Changi,2024,3,14,0,0,0,0,28.7,32.9,25.6,16.7,44.4
Changi,2024,3,15,0,0,0,0,28.3,31.9,25.4,14,35.2
Changi,2024,3,16,0,0,0,0,28.7,33.1,25.6,14.4,38.9
Changi,2024,3,17,0,0,0,0,29.1,33.2,26.1,16.7,46.3
Changi,2024,3,18,0,0,0,0,29.2,33.6,25.6,15.7,37
Changi,2024,3,19,0,0,0,0,29.2,33.4,26.9,18.3,40.7
Changi,2024,3,20,0,0,0,0,29,32.5,26.8,19.8,46.3
Changi,2024,3,21,0,0,0,0,28.8,32.4,27.2,17.7,46.3
Changi,2024,3,22,0,0,0,0,29.2,33.3,26.8,16,40.7
Changi,2024,3,23,0,0,0,0,29.4,34.2,26.7,14.5,37
Changi,2024,3,24,0,0,0,0,29.5,34.1,26.8,15.2,33.3
Changi,2024,3,25,0,0,0,0,29.7,34.5,26.9,14.4,37
Changi,2024,3,26,0,0,0,0,29.9,34.3,27.4,16.2,42.6
Changi,2024,3,27,0,0,0,0,29.7,34.9,26.8,14.5,38.9
Changi,2024,3,28,0,0,0,0,29.7,34.7,27.2,12.6,31.5
Changi,2024,3,29,0,0,0,0,30.3,35.2,27.5,14.3,37
Changi,2024,3,30,0,0,0,0,30.2,34.9,27.8,12.6,42.6
Changi,2024,3,31,1,0.8,1,1,29.7,34.8,26.7,8.2,31.5
Changi,2024,4,1,0,0,0,0,29.4,33.1,27,9.3,25.9
Changi,2024,4,2,0,0,0,0,30.7,34.9,27.8,11.2,33.3
Changi,2024,4,3,0,0,0,0,30.2,33.9,28.3,10.7,37
Changi,2024,4,4,1.4,1.4,1.4,1.4,28.9,34.6,26.6,7.8,37
Changi,2024,4,5,0,0,0,0,29.7,34.9,26.5,11.7,33.3
Changi,2024,4,6,0,0,0,0,30.1,34.7,26.8,13,37
Changi,2024,4,7,0,0,0,0,30.5,35.6,27.8,14.7,37
Changi,2024,4,8,1.2,1,1,1.2,29.7,34.7,26.6,7.8,37
Changi,2024,4,9,0,0,0,0,30.7,35.8,27.4,12.3,37
Changi,2024,4,10,6,4.6,5,5,28.7,33,25.9,9.8,61.1
Changi,2024,4,11,8.6,4.4,4.4,4.4,28.9,33.1,25.3,14.6,40.7
Changi,2024,4,12,79.2,27.2,41,48.6,25.9,28.1,24.2,9.9,35.2
Changi,2024,4,13,0,0,0,0,29.3,33.9,25.6,11.2,33.3
Changi,2024,4,14,1.2,0.4,0.6,0.6,28.3,31.3,26.6,9.3,37
Changi,2024,4,15,0,0,0,0,28.8,32.5,26.9,10.6,31.5
Changi,2024,4,16,31,21,26.2,29.2,27.3,30.3,24.6,7.7,44.4
Changi,2024,4,17,2.2,1.8,2.2,2.2,28,30.7,25.7,5.9,44.4
Changi,2024,4,18,3.2,2.8,3.2,3.2,28.8,32.6,26,6.9,33.3
Changi,2024,4,19,0,0,0,0,29.3,33.2,26.9,8.1,27.8
Changi,2024,4,20,53,31,34,34.4,28,31.8,24.2,6.9,55.6
Changi,2024,4,21,0.2,0.2,0.2,0.2,29.1,33.6,26.8,5.8,29.6
Changi,2024,4,22,0,0,0,0,29.7,33.4,27.2,7.6,31.5
Changi,2024,4,23,0.4,0.4,0.4,0.4,30.2,34.5,28,8.6,33.3
Changi,2024,4,24,0.6,0.6,0.6,0.6,30.1,32.9,27.8,8.4,38.9
Changi,2024,4,25,0,0,0,0,30.2,34,28.4,9.6,40.7
Changi,2024,4,26,0.2,0.2,0.2,0.2,30.1,34.7,27.4,8.2,31.5
Changi,2024,4,27,0,0,0,0,30.6,33.8,28.2,9.3,29.6
Changi,2024,4,28,16.4,10.8,16.4,16.4,29.5,33,24.5,9.6,51.9
Changi,2024,4,29,0,0,0,0,30.2,34,27.3,8.6,33.3
Changi,2024,4,30,0,,0,0,30.5,33.7,28.4,9.8,31.5
Changi,2024,5,1,5.6,4.2,4.4,4.4,30.1,34,26,10.3,37
Changi,2024,5,2,0.4,1.6,4.6,4.8,29.1,33,26.8,6,37
Changi,2024,5,3,0,0,0,0,29.8,32.3,27.7,10.3,29.6
Changi,2024,5,4,85.4,35.6,48.2,58,26.7,29.7,24.4,6.5,37
Changi,2024,5,5,0,0,0,0,29.6,33.1,26.2,9.2,27.8
Changi,2024,5,6,0,0,0,0,30.3,33.6,28.2,11.7,38.9
Changi,2024,5,7,35,26.2,27.8,27.8,28.3,32.2,25,6,50
Changi,2024,5,8,0.6,0.4,0.4,0.4,28.4,30.4,25.9,7.6,35.2
Changi,2024,5,9,0,0,0,0,30,33.3,27.2,9,27.8
Changi,2024,5,10,0.4,0.4,0.4,0.4,29.8,32.4,26.5,9.7,57.4
Changi,2024,5,11,0.6,0.6,0.6,0.6,29.8,33.9,27.5,9,35.2
Changi,2024,5,12,0.4,0.4,0.4,0.4,29.6,33.1,27.9,9.6,38.9
Changi,2024,5,13,3.8,2.8,3,3,28.8,32.8,26.4,6.4,33.3
Changi,2024,5,14,23,22.2,23,23,28.8,33.9,25.1,6.7,50
Changi,2024,5,15,0,0,0,0,29.5,33.6,27.8,8.3,37
Changi,2024,5,16,7,3,3.2,3.2,28.1,30.8,25.4,7.6,44.4
Changi,2024,5,17,0.4,0.4,0.4,0.4,29.3,32.8,26.3,8,37
Changi,2024,5,18,0.8,0.8,0.8,0.8,29.3,33.2,27.3,8.3,44.4
Changi,2024,5,19,0.4,0.2,0.2,0.2,29.4,33,28.1,11.6,44.4
Changi,2024,5,20,27.2,21.6,23.2,23.2,28.1,30.1,25.6,9.9,42.6
Changi,2024,5,21,2.6,2.6,2.6,2.6,28.9,31.5,26.6,9.7,42.6
Changi,2024,5,22,4,1.8,2.4,2.4,28,29.8,26.6,5.9,35.2
Changi,2024,5,23,3.6,1.6,2.6,3.4,28.4,32.9,25.7,7.4,33.3
Changi,2024,5,24,3.4,1.4,2.4,3.2,28.2,31.7,24.9,6.4,37
Changi,2024,5,25,20,10.6,10.8,10.8,28,31.4,24.4,5.9,53.7
Changi,2024,5,26,0,0,0,0,29.5,32.3,27.1,8,29.6
Changi,2024,5,27,0,0,0,0,30.3,33.2,28.5,11.2,44.4
Changi,2024,5,28,0.2,0.2,0.2,0.2,29.8,32.3,26.1,9.9,61.1
Changi,2024,5,29,0,0,0,0,30.3,34.1,27.7,10.2,38.9
Changi,2024,5,30,0.6,0.6,0.6,0.6,29.7,31.9,26.7,11.2,51.9
Changi,2024,5,31,1,1,1,1,29.2,31.6,26.3,7.3,35.2
Changi,2024,6,1,33.6,20.8,26.2,26.4,26.9,29.1,23,8.2,40.7
Changi,2024,6,2,6.2,3.6,4.8,5.6,27.4,31,25.1,5.8,27.8
Changi,2024,6,3,0,0,0,0,28.6,33.1,25.9,5.6,27.8
Changi,2024,6,4,0,0,0,0,29.4,33.2,26.8,9.2,27.8
Changi,2024,6,5,0,0,0,0,30.2,32.9,27.9,10.2,27.8
Changi,2024,6,6,3,3,3,3,28.8,33.3,25,9.4,42.6
Changi,2024,6,7,0.2,0.2,0.2,0.2,28.9,32.1,26.6,7.5,31.5
Changi,2024,6,8,0,0,0,0,29,31.8,27.7,7.9,31.5
Changi,2024,6,9,14.4,13.2,14.4,14.4,29.1,32.9,24.6,9.5,38.9
Changi,2024,6,10,0,0,0,0,29.1,32,27.5,7.8,37
Changi,2024,6,11,0.2,0.2,0.2,0.2,29.3,33.8,25.7,7.6,37
Changi,2024,6,12,6.4,4.6,6.2,6.4,28.7,31.3,26.6,6.6,25.9
Changi,2024,6,13,2,2,2,2,29.5,34.1,26.6,7.3,24.1
Changi,2024,6,14,0,0,0,0,28.9,32.6,27.2,7.8,29.6
Changi,2024,6,15,1.4,1.4,1.4,1.4,28.9,31.8,26.2,7.6,40.7
Changi,2024,6,16,12.6,5.4,6.6,6.6,28,31.8,23.7,8.6,37
Changi,2024,6,17,0,0,0,0,29.3,33.7,27.1,10.2,53.7
Changi,2024,6,18,0,0,0,0,28.8,31.9,26.6,8.6,38.9
Changi,2024,6,19,1.2,1,1.2,1.2,28.7,30.4,27.1,9.1,44.4
Changi,2024,6,20,1.4,1.2,1.2,1.2,29.1,32.2,26.1,10,29.6
Changi,2024,6,21,80.2,29,39.4,66.8,27.3,30.1,22.6,13.3,46.3
Changi,2024,6,22,27.6,6.6,11.8,20.4,26.3,28.4,23.2,10.7,68.5
Changi,2024,6,23,0,0,0,0,28.6,31.6,25.9,10,35.2
Changi,2024,6,24,6.6,6.4,6.6,6.6,29.4,32.6,25.4,11.1,46.3
Changi,2024,6,25,0,0,0,0,30,32.6,27.6,11.5,42.6
Changi,2024,6,26,0,0,0,0,30,33.2,27.9,12.3,38.9
Changi,2024,6,27,0,0,0,0,28.5,31.6,26.9,8.6,31.5
Changi,2024,6,28,2,1.8,2,2,28.7,32.4,25.1,6.7,38.9
Changi,2024,6,29,10.8,4.4,7,10.8,28.4,31,24.4,6.8,31.5
Changi,2024,6,30,35.6,14.6,17.8,29.8,26.7,29,23.7,6.9,46.3
Changi,2024,7,1,0,0,0,0,28,32.1,25.3,6.6,33.3
Changi,2024,7,2,1.6,0.6,0.8,1.6,29.1,31.4,26.9,8.6,25.9
Changi,2024,7,3,4.2,3.2,4.2,4.2,29.1,32.6,25.4,12,37
Changi,2024,7,4,0,0,0,0,29.6,32.3,27.5,13.5,48.2
Changi,2024,7,5,0,0,0,0,29.1,32.9,27,7.7,35.2
Changi,2024,7,6,1.6,1.6,1.6,1.6,28.5,31.3,26.2,8.9,27.8
Changi,2024,7,7,0.4,0.2,0.2,0.2,28.2,31.3,25.8,8.3,27.8
Changi,2024,7,8,6.4,1.8,3.4,4.8,27.2,31.2,25.9,6.4,33.3
Changi,2024,7,9,11.2,10.4,10.8,11.2,27.9,30.4,24.6,9.6,51.9
Changi,2024,7,10,0,0,0,0,28.8,31.5,26.9,10.7,42.6
Changi,2024,7,11,0.4,0.4,0.4,0.4,29,30.9,27.6,15.6,40.7
Changi,2024,7,12,10.4,8.2,8.2,8.6,27.4,31.4,23.4,9.5,37
Changi,2024,7,13,0,0,0,0,28.7,32.3,25.3,11.8,37
Changi,2024,7,14,0.6,0.6,0.6,0.6,29.2,32.1,27.5,13.2,38.9
Changi,2024,7,15,0,0,0,0,29.4,32,27.7,14.8,37
Changi,2024,7,16,0,0,0,0,29.4,32.1,27.8,15.9,40.7
Changi,2024,7,17,0,0,0,0,29.3,31.4,27.8,13.9,37
Changi,2024,7,18,0,0,0,0,29.8,32.7,27.6,16.6,38.9
Changi,2024,7,19,0,0,0,0,29.9,32.5,28.3,17.3,38.9
Changi,2024,7,20,0,0,0,0,30,32.8,28.3,16.4,38.9
Changi,2024,7,21,0,0,0,0,30,33,28.5,17.1,40.7
Changi,2024,7,22,0,0,0,0,30.1,32.8,28.5,16.6,40.7
Changi,2024,7,23,0,0,0,0,30,33.2,28.3,15.2,38.9
Changi,2024,7,24,0,0,0,0,29.9,32.8,28.3,14.8,37
Changi,2024,7,25,0,0,0,0,29.9,32.8,28,16.1,38.9
Changi,2024,7,26,0,0,0,0,30,33.2,28.1,17.1,42.6
Changi,2024,7,27,0,0,0,0,30.1,33.5,28.3,17.5,44.4
Changi,2024,7,28,0,0,0,0,30,33.5,28.3,18.5,40.7
Changi,2024,7,29,0,0,0,0,30.1,33.4,28.3,17.2,40.7
Changi,2024,7,30,0,0,0,0,30,33.5,27,14.7,42.6
Changi,2024,7,31,0,0,0,0,29.2,33.7,26.5,13.3,33.3
Changi,2024,8,1,0,0,0,0,28.8,32.7,25.7,9.7,44.4
Changi,2024,8,2,0,0,0,0,29.1,32.3,27.5,9.6,46.3
Changi,2024,8,3,3,1.8,3,3,29.6,33.3,27.5,12.1,44.4
Changi,2024,8,4,32.4,15.2,17.2,17.4,27.3,30,23.8,9.2,40.7
Changi,2024,8,5,0.8,0.8,0.8,0.8,28.2,32.4,25.4,11.4,37
Changi,2024,8,6,0,0,0,0,29.3,33,27,12.8,38.9
Changi,2024,8,7,1.2,1.2,1.2,1.2,29.2,32,27.7,11.4,40.7
Changi,2024,8,8,1.2,0.8,1.2,1.2,29.5,33.1,26.6,13.3,35.2
Changi,2024,8,9,4,3,3,3.2,28.8,32.9,25.3,11.6,51.9
Changi,2024,8,10,4.8,4.2,4.2,4.2,27.4,30.7,25.5,8.6,35.2
Changi,2024,8,11,0.8,0.8,0.8,0.8,28.7,31.4,26.6,11.7,31.5
Changi,2024,8,12,0.4,0.4,0.4,0.4,29.1,31.8,26.9,12.9,44.4
Changi,2024,8,13,0,0,0,0,29.7,32.8,28.1,18.5,44.4
Changi,2024,8,14,17.4,6.6,11.4,11.8,27.5,30.3,25.2,9.5,46.3
Changi,2024,8,15,0,0,0,0,28.4,32.2,25.9,11,44.4
Changi,2024,8,16,0,0,0,0,28.9,31.4,27.5,14.7,42.6
Changi,2024,8,17,0.6,0.4,0.4,0.4,28.5,31.7,26.4,12.6,44.4
Changi,2024,8,18,0,0,0,0,29.1,32.5,27.5,12,35.2
Changi,2024,8,19,0.2,0.2,0.2,0.2,29.4,32.5,27.2,10.4,35.2
Changi,2024,8,20,0.4,0.4,0.4,0.4,28,31.7,24.9,9.4,44.4
Changi,2024,8,21,0,0,0,0,28.2,31.4,25.8,9.5,40.7
Changi,2024,8,22,0,0,0,0,29.4,33.6,27,9.3,44.4
Changi,2024,8,23,0,0,0,0,29,32.5,27.1,10.8,42.6
Changi,2024,8,24,5.6,3.2,4,5.4,26.8,29.1,24.9,11.4,37
Changi,2024,8,25,1.6,1.2,1.6,1.6,27.3,29.9,24.2,8,59.3
Changi,2024,8,26,0,0,0,0,29,31.6,26.7,9.4,31.5
Changi,2024,8,27,0.4,0.2,0.4,0.4,28.9,31.6,25.5,10.3,46.3
Changi,2024,8,28,11,8,10,10.2,28.2,32.4,24,11,37
Changi,2024,8,29,0,0,0,0,28.8,31.6,25.7,10.9,38.9
Changi,2024,8,30,0,0,0,0,29.3,31.9,27.8,13.9,38.9
Changi,2024,8,31,0,0,0,0,29.2,33.1,26.8,11.1,33.3
Changi,2024,9,1,0,0,0,0,29.6,33,26.6,11.4,33.3
Changi,2024,9,2,0,0,0,0,30.1,33.4,28.1,14.7,38.9
Changi,2024,9,3,0.8,0.6,0.6,0.6,29.3,32.2,26.6,11,38.9
Changi,2024,9,4,14,4.4,6.6,12.2,27.4,30.6,23.9,11.7,50
Changi,2024,9,5,0,0,0,0,28.8,32.7,25.6,9.8,35.2
Changi,2024,9,6,0.8,0.4,0.8,0.8,29.4,32.5,27.8,13.2,38.9
Changi,2024,9,7,0,0,0,0,30.1,33.9,28.1,18.4,55.6
Changi,2024,9,8,0.6,0.6,0.6,0.6,28.6,31.9,25.3,10,46.3
Changi,2024,9,9,1.6,0.8,1,1,28,33.2,26.5,8.8,31.5
Changi,2024,9,10,6.8,2.8,3.6,6.2,27.9,31.4,23.8,11.1,46.3
Changi,2024,9,11,2,2,2,2,28.8,32.5,26.6,8.6,29.6
Changi,2024,9,12,0,0,0,0,28.6,31.3,26,15.3,37
Changi,2024,9,13,0,0,0,0,29.6,32.7,27.5,13.4,35.2
Changi,2024,9,14,30.6,15.4,21.8,24.4,27.7,30.9,23.3,12.1,53.7
Changi,2024,9,15,8.4,6.8,7.6,8.2,27.9,30.2,25.4,7.4,40.7
Changi,2024,9,16,0,0,0,0,29,32.6,26.7,13,33.3
Changi,2024,9,17,9.2,8,9.2,9.2,29.1,33.3,24,14.6,75.9
Changi,2024,9,18,0.2,0.2,0.2,0.2,29.1,32.9,25.7,13.7,46.3
Changi,2024,9,19,1.2,1.2,1.2,1.2,29.2,32.4,25.5,12.4,38.9
Changi,2024,9,20,7.8,7.8,7.8,7.8,29.4,32.3,23.7,14,61.1
Changi,2024,9,21,20.6,22.6,26,27.4,27.7,30.3,24.4,6.7,37
Changi,2024,9,22,0,0,0,0,29.9,33.9,26.9,9.6,33.3
Changi,2024,9,23,0,0,0,0,29.5,33.8,26.6,11.9,53.7
Changi,2024,9,24,0.8,0.6,0.6,0.8,28.3,33,26.6,7.3,35.2
Changi,2024,9,25,3.6,2.8,3.4,3.6,27.5,32.2,25.5,6.7,35.2
Changi,2024,9,26,12.6,6.8,9.4,12.4,26.9,29.5,23.4,8.5,51.9
Changi,2024,9,27,0,0,0,0,28.5,32.8,25.6,9.1,33.3
Changi,2024,9,28,0,0,0,0,29.3,33.5,26.6,10.3,42.6
Changi,2024,9,29,0,0,0,0,29,32.3,27.2,8.1,27.8
Changi,2024,9,30,0.8,0.4,0.6,0.6,28.5,32.5,26.5,8.9,37
Changi,2024,10,1,2.8,1,1.4,1.8,27.9,31,25.7,8,37
Changi,2024,10,2,0,0,0,0,29.1,31.9,26.9,8.1,37
Changi,2024,10,3,8,5,5.8,7,28.4,31.8,24.6,7.8,40.7
Changi,2024,10,4,13,9.6,12.8,13,27.8,30.7,24.1,6.9,37
Changi,2024,10,5,0,0,0,0.2,27.9,31.2,25.2,8,42.6
Changi,2024,10,6,7.6,2.8,4.8,6.2,27.9,31.1,24.2,7.9,35.2
Changi,2024,10,7,0,0,0,0,28.3,32.6,26.3,8.8,35.2
Changi,2024,10,8,0.6,0.6,0.6,0.6,28.1,30.5,25.6,9.3,46.3
Changi,2024,10,9,0.2,0.2,0.2,0.2,28.4,31.8,26.5,8.6,37
Changi,2024,10,10,0,0,0,0,28.6,31.3,26.4,7.9,38.9
Changi,2024,10,11,2.6,1.8,2.2,2.6,28.2,33.1,26.2,7.5,29.6
Changi,2024,10,12,15,13.8,14.8,14.8,27.1,30.8,24.1,5.9,31.5
Changi,2024,10,13,0.2,0.2,0.2,0.2,28.3,32.1,25.5,8.1,31.5
Changi,2024,10,14,66,35.2,51.2,56.2,25.9,28.1,23.3,6.7,40.7
Changi,2024,10,15,0,0,0,0,28.3,32.9,25.5,11.1,42.6
Changi,2024,10,16,0.6,0.4,0.6,0.6,28.4,31.2,25.2,7.5,59.3
Changi,2024,10,17,6.6,5.6,6.2,6.6,27.5,29.4,24.3,6.2,50
Changi,2024,10,18,0,0,0,0,27.5,32.1,25.1,6.6,29.6
Changi,2024,10,19,0,0,0,0,28.1,32.5,26.1,8.5,29.6
Changi,2024,10,20,18.6,7.6,13,16.6,27.1,31.3,22.4,6.6,55.6
Changi,2024,10,21,0,0,0,0,29.6,34.1,26.9,8.8,27.8
Changi,2024,10,22,0.2,0.2,0.2,0.2,29.6,33.2,27.3,10.6,29.6
Changi,2024,10,23,0,0,0,0,29.6,33.3,27.4,9.8,40.7
Changi,2024,10,24,0,0,0,0,28.3,32.6,25.9,7.5,37
Changi,2024,10,25,0,0,0,0,29,32.1,26.1,9.6,37
Changi,2024,10,26,0,0,0,0,30,33.7,27.6,11.7,37
Changi,2024,10,27,0,0,0,0,30.7,34.4,27.6,12.3,38.9
Changi,2024,10,28,0,0,0,0,30,33.5,28.2,10.8,35.2
Changi,2024,10,29,0,0,0,0,30,33.9,27.4,9.8,37
Changi,2024,10,30,0,0,0,0,30,33.6,27,8.1,27.8
Changi,2024,10,31,5.6,5.6,5.6,5.6,29.2,32.5,25.3,9.8,48.2
Changi,2024,11,1,21,19.6,20.6,21,28.2,34.6,24.4,7,35.2
Changi,2024,11,2,0.2,0.2,0.2,0.2,27.8,30.8,26.6,5.7,42.6
Changi,2024,11,3,10,8.6,9,9.8,27.6,33.1,25.5,5.2,33.3
Changi,2024,11,4,6.4,4.6,5.2,5.8,26.9,29.5,24,6.3,33.3
Changi,2024,11,5,0,0,0,0,28.2,32.1,25.4,7.5,40.7
Changi,2024,11,6,0,0,0,0,27.7,30.7,25.8,8.8,40.7
Changi,2024,11,7,2,2,2,2,27.4,31.3,25.5,7.2,33.3
Changi,2024,11,8,0.2,0.2,0.2,0.2,28.6,32.7,25.3,9.5,38.9
Changi,2024,11,9,16.2,12.4,14.8,16.2,27.9,32.2,24.7,5.9,37
Changi,2024,11,10,12.2,5.6,11.2,12.2,27.6,32.3,24.1,8.2,48.2
Changi,2024,11,11,0,0,0,0,27.9,32.9,25.8,6.5,37
Changi,2024,11,12,0.4,0.4,0.4,0.4,28.1,33.7,25.7,7.4,40.7
Changi,2024,11,13,0,0,0,0,27.7,31.9,25.8,6.4,38.9
Changi,2024,11,14,0.2,0.2,0.2,0.2,27.9,32.2,25.4,5.8,37
Changi,2024,11,15,29.4,23.6,25.2,29.4,28.1,31.9,25,6.4,31.5
Changi,2024,11,16,35.4,20,31.6,33.8,27.1,34,24.3,6.3,37
Changi,2024,11,17,14,8.6,11.4,14,26.8,31.9,25.3,6.9,31.5
Changi,2024,11,18,3,1.2,1.4,1.4,26.8,29.6,25.6,9.8,38.9
Changi,2024,11,19,12.8,3.8,5,5.6,26.1,28.9,24.9,6.7,35.2
Changi,2024,11,20,0.8,0.6,0.8,0.8,26.6,29.6,25.4,9.1,37
Changi,2024,11,21,0,0,0,0,27.8,33,25.3,7.6,35.2
Changi,2024,11,22,71.2,22.6,37.6,44,26.7,32.6,23.9,7.9,33.3
Changi,2024,11,23,1,0.6,1.4,3.4,27.2,31.9,23.9,8.7,35.2
Changi,2024,11,24,0,0,0,0,28,31.2,26.2,9.1,35.2
Changi,2024,11,25,15.8,13.6,13.8,13.8,27.7,30.6,25.5,6.7,37
Changi,2024,11,26,43.4,14,25,41,26.6,31.6,23.6,7.4,35.2
Changi,2024,11,27,61.2,32,51.2,57.8,26,29.9,23.9,5.8,33.3
Changi,2024,11,28,29.4,24,26.2,27.6,26.2,30.9,24.1,5.8,38.9
Changi,2024,11,29,21,8.8,10.2,13,25.7,27.4,24,6.3,25.9
Changi,2024,11,30,0.2,0.2,0.2,0.2,27.8,32.2,24.8,8.3,29.6
Changi,2024,12,1,0.2,0.2,0.2,0.2,28.4,33.6,26.1,8.2,33.3
Changi,2024,12,2,0.4,0.2,0.2,0.2,27.6,31.8,25.9,7.9,29.6
Changi,2024,12,3,41.6,24,29.6,32.2,27.2,31.9,23.8,7.7,33.3
Changi,2024,12,4,8.8,8.2,8.8,8.8,27.9,31.7,25.3,5.6,35.2
Changi,2024,12,5,0,0,0,0,29.1,33.3,25.5,7.7,38.9
Changi,2024,12,6,0,0,0,0,29.3,34.8,26.2,9.9,35.2
Changi,2024,12,7,2.4,2.4,2.4,2.4,29.5,35.6,26,10.3,37
Changi,2024,12,8,4.6,4,4.6,4.6,28.1,33.2,25.1,12,46.3
Changi,2024,12,9,1.8,0.6,1,1.4,26.9,31.4,24.8,10.3,38.9
Changi,2024,12,10,0,0,0,0,27.4,30.6,25.5,9.6,40.7
Changi,2024,12,11,76.8,54.4,74.8,76,28.1,33.7,24.6,7.4,57.4
Changi,2024,12,12,0.4,0.4,0.4,0.4,27.9,30.9,25.8,5.8,35.2
Changi,2024,12,13,11,5.8,7.8,10.8,27.2,29.1,24.5,5.8,37
Changi,2024,12,14,0.4,0.4,0.4,0.4,28.6,34.1,25.6,8.8,42.6
Changi,2024,12,15,3.8,3.8,3.8,3.8,28.3,33.2,26.4,8.7,33.3
Changi,2024,12,16,7.2,6.4,6.6,6.8,27.5,32.9,24.6,9.6,37
Changi,2024,12,17,1.2,0.6,0.8,0.8,27.6,32.8,25.5,12,46.3
Changi,2024,12,18,1.2,0.6,0.8,1,26.3,27.9,25.6,12.8,42.6
Changi,2024,12,19,0.2,0.2,0.2,0.2,27,29.2,25.5,12.1,40.7
Changi,2024,12,20,0.2,0.2,0.2,0.2,27,30,25.2,15.9,50
Changi,2024,12,21,9,9,9,9,27.2,31,25.3,14,42.6
Changi,2024,12,22,0,0,0,0,27.7,31.1,26,16.2,48.2
Changi,2024,12,23,7.8,5,5,5,27,30.9,24.7,12.3,38.9
Changi,2024,12,24,6.2,3,3,3,26.5,30.1,24.6,11.7,38.9
Changi,2024,12,25,0,0,0,0,27.3,31.4,25.3,12.6,35.2
Changi,2024,12,26,0,0,0,0,27.3,30.6,24.9,9.9,37
Changi,2024,12,27,0,0,0,0,28,32,26,12,35.2
Changi,2024,12,28,0,0,0,0,28.1,31.5,25.8,16,44.4
Changi,2024,12,29,0.4,0.4,0.4,0.4,28.2,32.1,25.9,13.9,44.4
Changi,2024,12,30,42.6,21.2,34.8,42,26,30.2,22.8,14.1,46.3
Changi,2024,12,31,6.2,3,4.8,5.8,27.2,31.4,25.3,13.3,42.6
Seletar,2024,1,1,11,2.6,2.6,3.2,25.7,28.5,24.9,6.6,25.9
Seletar,2024,1,2,1.4,1.4,1.4,1.4,27.4,32.4,23.9,11,33.3
Seletar,2024,1,3,2.2,2.2,2.2,2.2,27.3,31.2,25.5,9.9,37
Seletar,2024,1,4,79,10,15.6,28,25.1,26.7,23.9,8.9,29.6
Seletar,2024,1,5,8.6,5.2,6.4,6.8,26.4,30.1,24.3,12,42.6
Seletar,2024,1,6,0.6,0.4,0.4,0.4,27.6,31.9,24.9,9,33.3
Seletar,2024,1,7,53.6,9,12,20.4,24.5,27,23.3,6.1,24.1
Seletar,2024,1,8,0.6,0.6,0.6,0.6,26.3,31.3,23,10.2,33.3
Seletar,2024,1,9,15.6,4.2,5.4,6.2,26.6,30.1,24.1,10.1,31.5
Seletar,2024,1,10,49.2,16.6,20,37.6,26.4,29.6,24.4,9,44.4
Seletar,2024,1,11,0.8,0.6,0.6,0.6,27.4,30.2,25.3,11.3,35.2
Seletar,2024,1,12,14.2,3.8,5.8,7.8,25.2,26.7,23.7,7.9,33.3
Seletar,2024,1,13,0,0,0,0,26.9,31.2,23.7,7.6,27.8
Seletar,2024,1,14,0,0,0,0,27.6,31.2,25.8,10.6,37
Seletar,2024,1,15,0.4,0.4,0.4,0.4,27.8,31.8,25.6,12.8,35.2
Seletar,2024,1,16,16.8,7.8,8.6,16.4,26.8,30.2,23.9,10.2,50
Seletar,2024,1,17,13.4,5.4,5.8,7,27.3,31.2,24.8,15.2,50
Seletar,2024,1,18,10.4,6.6,6.6,6.6,26.9,30.1,25.3,10.7,42.6
Seletar,2024,1,19,19.2,9.4,17.2,18.4,26.5,30.7,24.1,6.9,35.2
Seletar,2024,1,20,15.4,2.8,3.6,5.6,24.7,26.3,23.2,6.9,33.3
Seletar,2024,1,21,0.4,0.4,0.4,0.4,26.9,32.5,22.5,7.6,33.3
Seletar,2024,1,22,0,0,0,0.4,27.8,32.7,24.8,7.3,29.6
Seletar,2024,1,23,59,46.8,56.2,58.6,26.6,32.9,23.1,6.9,55.6
