station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h
Jurong Island,2024,4,23,0.6,0.6,0.6,0.6,30.3,33.4,28.3,6.2,19.8
Jurong Island,2024,4,24,4.2,3.8,4.2,4.2,29.5,31.8,26.6,7.2,35
Jurong Island,2024,4,25,0,0,0,0,30.3,33.8,28.7,8.2,27.4
Jurong Island,2024,4,26,0,0,0,0,30.5,33.8,28.3,5.3,30.9
Jurong Island,2024,4,27,4.8,3,3.6,4.8,30.6,34,28.3,7,25.2
Jurong Island,2024,4,28,1,0.6,0.6,0.8,29.3,32.3,26.4,8.7,46.1
Jurong Island,2024,4,29,0,0,0,0,30.4,33.7,28,8.9,33.9
Jurong Island,2024,4,30,0,,0,0,30.6,33.2,28.6,8.7,25.6
Jurong Island,2024,5,1,0,0,0,0,30.3,33.8,29,9.5,42
Jurong Island,2024,5,2,0,0,0,0,29.6,32.9,28,7,28.2
Jurong Island,2024,5,3,3.2,2,2,2,29.7,32.9,26.8,7.5,28.9
Jurong Island,2024,5,4,92.8,31.8,44.6,49.6,27,29.8,23.6,6.2,44.3
Jurong Island,2024,5,5,0,0,0,0,29.4,32.7,27.4,7.1,26.3
Jurong Island,2024,5,6,0,0,0,0,30.2,33.3,28.4,9.6,30.2
Jurong Island,2024,5,7,1.4,1.4,1.4,1.4,28.9,31.7,26.3,5.7,29.1
Jurong Island,2024,5,8,84.2,28.4,44.4,66.8,27.6,30.2,23.9,6.1,32.4
Jurong Island,2024,5,9,0.4,0.4,0.4,0.4,29.7,32.6,27.1,8.7,27.4
Jurong Island,2024,5,10,3.4,3,3.2,3.2,29.3,31.7,27,8.6,35
Jurong Island,2024,5,11,0,0,0,0,30,33,28.3,8.4,30.2
Jurong Island,2024,5,12,0,0,0,0,29.4,31.9,28.2,7,35.2
Jurong Island,2024,5,13,0,0,0,0,29,32.1,27,5.4,22.6
Jurong Island,2024,5,14,10,6.4,10,10,28.9,34.6,24.2,6.6,36.7
Jurong Island,2024,5,15,1.2,1.2,1.2,1.2,29.2,32.5,27.6,7.7,37.8
Jurong Island,2024,5,16,15.8,4.2,4.8,8.6,27.7,30.8,25.4,5.8,37.4
Jurong Island,2024,5,17,0,0,0,0,29.5,32.8,26,6.1,22
Jurong Island,2024,5,18,10.6,8.2,9.4,10.6,29.1,33.1,25.3,7.5,43.2
Jurong Island,2024,5,19,10.8,6.6,6.6,10.8,29.1,32.6,26.2,9.2,46.9
Jurong Island,2024,5,20,0.4,0.2,0.4,0.4,28.3,30.1,26.5,8.8,32.4
Jurong Island,2024,5,21,0,0,0,0,29.2,31.1,27.9,8.3,31.3
Jurong Island,2024,5,22,35,25.2,32.8,35,28.5,30.8,24.9,5.8,23.3
Jurong Island,2024,5,23,14.2,12.6,13,13.8,29.1,32.8,25.6,6.4,27.8
Jurong Island,2024,5,24,0.4,0.4,0.4,0.4,28.4,30.8,26.7,5,25.6
Jurong Island,2024,5,25,19.6,13.8,14.2,17.6,28,31.7,24.2,5.3,32.4
Jurong Island,2024,5,26,12,11,11,11,29.2,31.3,25.6,7.2,26.3
Jurong Island,2024,5,27,0,0,0,0,30.1,33.7,28.8,7.6,23.3
Jurong Island,2024,5,28,0,0,0,0,29.9,32.1,29,6.4,31.3
Jurong Island,2024,5,29,0,0,0,0,30.6,33.7,28.8,8.4,29.8
Jurong Island,2024,5,30,0,0,0,0,29.5,31.6,28,9.2,45.7
Jurong Island,2024,5,31,0,0,0,0,29.8,32.2,28,7.4,26.3
Jurong Island,2024,6,1,23,14.2,14.6,14.6,27.1,29.4,24.2,6.7,32.8
Jurong Island,2024,6,2,6.8,4.8,5.2,6.4,27.7,30.7,25.9,5.6,20.2
Jurong Island,2024,6,3,0.2,0.2,0.2,0.2,28.8,32.7,26.2,4.5,25.9
Jurong Island,2024,6,4,0.6,0.6,0.6,0.6,28.9,32.3,25.7,5.5,32
Jurong Island,2024,6,5,31.6,29.4,31.6,31.6,29.3,32.5,21.9,8,25.6
Jurong Island,2024,6,6,0,0,0,0,29.5,32.6,27.9,7.9,32.8
Jurong Island,2024,6,7,0,0,0,0,29,31.8,27.3,4.9,17.2
Jurong Island,2024,6,8,9.6,9.6,9.6,9.6,29.4,32,24.5,5.7,34.6
Jurong Island,2024,6,9,0.2,0.2,0.2,0.2,29.3,31.8,27,6.7,34.6
Jurong Island,2024,6,10,0,0,0,0,29.4,32.1,27.7,7.3,24.4
Jurong Island,2024,6,11,0,0,0,0,30,33.6,27.9,6.1,23.3
Jurong Island,2024,6,12,0.2,0.2,0.2,0.2,29.3,31,28.2,5.6,25.6
Jurong Island,2024,6,13,7.2,6.6,7,7,29.9,33.3,26.5,5.9,24.4
Jurong Island,2024,6,14,0,0,0,0.2,29.6,32.3,28.1,6.3,22.6
Jurong Island,2024,6,15,1.8,1.6,1.6,1.8,29.5,32.2,27.3,5.5,22.6
Jurong Island,2024,6,16,6.2,5.4,5.4,5.8,28.5,32,24.2,6.2,44.3
Jurong Island,2024,6,17,6,3.6,3.6,3.8,28.7,33.1,25.1,7.2,49.3
Jurong Island,2024,6,18,0,0,0,0,29.2,31.7,27.1,5.8,28.5
Jurong Island,2024,6,19,0.2,0.2,0.2,0.2,28.9,30.1,26.8,7.5,30.9
Jurong Island,2024,6,20,0.2,0.2,0.2,0.2,29.3,32.3,26.6,6.7,35
Jurong Island,2024,6,21,11.4,2.8,3.8,7,27.7,29.7,23.5,9.5,60.6
Jurong Island,2024,6,22,19.4,7,12.4,14.4,26.5,29,23.6,10.7,55.4
Jurong Island,2024,6,23,0,0,0,0,28.8,31.5,26.9,7.8,25.9
Jurong Island,2024,6,24,0,0,0,0,29.7,32.5,28.3,9.1,26.3
Jurong Island,2024,6,25,0,0,0,0,29.7,32.3,28.3,10.2,30.6
Jurong Island,2024,6,26,7.4,7,7.4,7.4,29.5,33.1,25.4,10.8,38.2
Jurong Island,2024,6,27,0,0,0,0,29,31.2,26.8,7.1,28.9
Jurong Island,2024,6,28,63,35.8,42.8,43,28.5,30.9,24.5,4.8,37.8
Jurong Island,2024,6,29,0.2,0.2,1.4,20,28.3,31.3,26.3,5.8,28.2
Jurong Island,2024,6,30,29,13,14.8,17.4,26.7,28.9,23.1,5.9,41.9
Jurong Island,2024,7,1,5.4,4.8,5.4,5.4,28,32,25.9,4.5,21.3
Jurong Island,2024,7,2,0.8,0.2,0.4,0.8,28.9,32.1,27.1,6.4,21.7
Jurong Island,2024,7,3,3.6,3.6,3.6,3.6,29.3,31.7,26.9,8.7,46.5
Jurong Island,2024,7,4,0,0,0,0,29.6,32.6,27.4,9.4,40.7
Jurong Island,2024,7,5,35.8,23.6,34.8,35.8,28.6,31.8,24.1,4.4,33.2
Jurong Island,2024,7,6,0,0,0,0,28.5,31.6,27,5.7,21.7
Jurong Island,2024,7,7,10.6,7.2,9.8,10.4,28,30.8,25.2,6.3,25.9
Jurong Island,2024,7,8,20.8,13,13.4,14.6,26.6,28.2,24.2,6,29.1
Jurong Island,2024,7,9,3.6,2.8,3.2,3.4,27.9,29.6,26.4,7.1,30.2
Jurong Island,2024,7,10,1.8,1.8,1.8,1.8,28.3,30.8,26.9,6.5,24.1
Jurong Island,2024,7,11,0,0,0,0,29.1,32,27.3,10.1,34.3
Jurong Island,2024,7,12,0.6,0.2,0.4,0.4,28,31.3,25.7,7.2,29.4
Jurong Island,2024,7,13,0,0,0,0,29.2,31.9,26.5,9.3,30.2
Jurong Island,2024,7,14,1.2,1.2,1.2,1.2,28.9,31.4,25.7,9.4,39.6
Jurong Island,2024,7,15,0,0,0,0,29.3,31.8,27.7,10.1,34.6
Jurong Island,2024,7,16,0,0,0,0,29.2,31.5,27.9,10.4,34.6
Jurong Island,2024,7,17,0,0,0,0,29.2,31.3,27.7,9.2,30.2
Jurong Island,2024,7,18,0,0,0,0,29.6,32.6,27.9,10.7,38.2
Jurong Island,2024,7,19,0,0,0,0,29.7,32.3,28.2,12,32.8
Jurong Island,2024,7,20,0,0,0,0,29.8,32.3,28.3,11.6,35.9
Jurong Island,2024,7,21,0,0,0,0,29.7,32.1,28.3,11.1,38.2
Jurong Island,2024,7,22,0,0,0,0,30,32.9,28.5,11.3,36.3
Jurong Island,2024,7,23,0,0,0,0,29.9,33,28.2,9.9,30.6
Jurong Island,2024,7,24,0,0,0,0,29.8,32.5,28.1,10,33.5
Jurong Island,2024,7,25,0,0,0,0,29.9,32.5,28.2,12.5,38.9
Jurong Island,2024,7,26,0,0,0,0,29.9,32.8,28.3,13.2,34.3
Jurong Island,2024,7,27,0,0,0,0,30,33.2,28.2,12.9,36.7
Jurong Island,2024,7,28,0,0,0,0,30.1,32.8,28.3,14,35
Jurong Island,2024,7,29,0,0,0,0,29.9,33.4,28.4,12.8,32.8
Jurong Island,2024,7,30,0,0,0,0,30.1,34,28.2,12.9,35
Jurong Island,2024,7,31,5,2.6,2.6,4.8,28.6,33.1,25.4,9.9,38.9
Jurong Island,2024,8,1,0,0,0,0,28.9,32.2,26.3,7,32
Jurong Island,2024,8,2,0,0,0,0,29.3,32.3,27.9,10.6,33.5
Jurong Island,2024,8,3,0,0,0,0,29.8,33.5,27.9,10.5,36.7
Jurong Island,2024,8,4,27.8,12.2,15.8,16.2,27.2,29.9,23.7,7.8,46.9
Jurong Island,2024,8,5,0,0,0,0,28.6,31.9,25.9,7.4,33.9
Jurong Island,2024,8,6,0,0,0,0,29.7,32.7,27.6,10.4,33.2
Jurong Island,2024,8,7,0,0,0,0,29.2,32,26.9,10.8,43.5
Jurong Island,2024,8,8,1.4,0.8,1,1.4,29.6,32.6,26.6,10.7,35.6
Jurong Island,2024,8,9,15.4,6.4,6.4,6.4,27.9,31.4,24.6,9.7,55.7
Jurong Island,2024,8,10,4.2,2.2,2.4,2.8,27.5,29.7,24.7,5.1,35
Jurong Island,2024,8,11,1.2,0.6,0.6,0.8,28.6,30.5,26.5,8,27.4
Jurong Island,2024,8,12,1.2,1,1,1.2,28.9,31.9,26.6,9.5,30.9
Jurong Island,2024,8,13,0.6,0.6,0.6,0.6,29.5,32.3,27.9,13.1,38.9
Jurong Island,2024,8,14,46.2,12.2,17.2,24.8,27.2,30.2,24.4,7.5,35.9
Jurong Island,2024,8,15,0,0,0,0,28.8,32.3,26.9,9.6,40.4
Jurong Island,2024,8,16,3.2,3,3,3,28.8,31.2,25.6,10.1,32
Jurong Island,2024,8,17,0.4,0.4,0.4,0.4,28.8,32,26.1,11.2,37.8
Jurong Island,2024,8,18,0,0,0,0,29.2,32.1,27.8,9.5,35.2
Jurong Island,2024,8,19,0,0,0,0,29.4,32.3,27.6,9.6,29.4
Jurong Island,2024,8,20,39.8,35.6,39.4,39.8,27.9,31.4,23.5,7.4,39.3
Jurong Island,2024,8,21,0,0,0,0,28.1,31.3,26,7,33.2
Jurong Island,2024,8,22,0,0,0,0,29.2,32.6,27.2,6.9,27.4
Jurong Island,2024,8,23,1,1,1,1,28.7,32.4,25.2,8.6,27
Jurong Island,2024,8,24,0.6,0.2,0.4,0.4,27.1,29.1,25.3,6.8,37.8
Jurong Island,2024,8,25,10.2,9.8,10,10,27.7,29.7,24.3,5.6,42
Jurong Island,2024,8,26,0,0,0,0,29,31.8,27.1,6,23.7
Jurong Island,2024,8,27,7.8,7,7.2,7.8,28.4,30.8,24,6.1,37
Jurong Island,2024,8,28,0.6,0.4,0.4,0.4,28.4,31.9,24.4,7.6,39.3
Jurong Island,2024,8,29,0,0,0,0,28.8,31.2,26.7,7.4,34.6
Jurong Island,2024,8,30,0,0,0,0,29.3,32.6,27.8,9.3,32
Jurong Island,2024,8,31,0,0,0,0,29.4,33.1,27.8,8.8,28.5
Jurong Island,2024,9,1,0,0,0,0,,,,,
Jurong Island,2024,9,2,0,0,0,0,29.9,33.1,28.3,11.5,31.7
Jurong Island,2024,9,3,,,,,29.7,32.4,26.9,9.2,49.6
Jurong Island,2024,9,4,13,,,,27.6,30.4,24.5,9.3,53
Jurong Island,2024,9,5,0,0,0,0,29.1,32.2,27,7.5,28.9
Jurong Island,2024,9,6,0,0,0,0,29.6,32.7,27.7,10.7,32
Jurong Island,2024,9,7,0,0,0,0,30,32.7,28.3,13.7,39.6
Jurong Island,2024,9,8,0,0,0,0,29.1,31.3,27.4,7.8,28.2
Jurong Island,2024,9,9,2,2,2,2,28.2,31.4,25.3,7.4,29.4
Jurong Island,2024,9,10,6.8,1.6,2.8,5,28.2,30.9,24.8,6.7,30.6
Jurong Island,2024,9,11,0,0,0,0,29.4,33,27.9,6.3,34.3
Jurong Island,2024,9,12,7.6,7.4,7.6,7.6,28.2,30.8,24.2,9.5,37.8
Jurong Island,2024,9,13,0,0,0,0,29.3,32.2,27.4,8.3,27
Jurong Island,2024,9,14,19.6,15,17.8,18.6,28,31.3,24.2,9,48.2
Jurong Island,2024,9,15,3.6,3.4,3.4,3.6,27.9,30.8,25,6.1,35.9
Jurong Island,2024,9,16,1.8,1.8,1.8,1.8,28.9,32,27.1,8.1,29.4
Jurong Island,2024,9,17,4.8,4.6,4.6,4.6,29.5,33.1,23.7,10.5,58
Jurong Island,2024,9,18,0,0,0,0,29.3,33.4,27.2,9.6,35
Jurong Island,2024,9,19,0,0,0,0,29.5,31.9,28.3,8.4,30.2
Jurong Island,2024,9,20,26.8,23,26.4,26.8,29.3,31.9,23.4,9.2,52.2
Jurong Island,2024,9,21,4.4,2.8,23.6,29,28.1,30.5,24,5.9,36.3
Jurong Island,2024,9,22,0,0,0,0,30.4,34.4,28.2,7.5,25.6
Jurong Island,2024,9,23,0,0,0,0,29.7,33,28.4,9.9,34.3
Jurong Island,2024,9,24,8.2,4,6.2,8,27.7,31.3,24.6,4.2,24.4
Jurong Island,2024,9,25,16.8,9.2,11,14.2,27.2,31,24.9,3.8,23.7
Jurong Island,2024,9,26,6.8,3,4.6,5.6,26.5,28.2,23,7,54.1
Jurong Island,2024,9,27,0,0,0,0,28.8,32.6,25.8,6.7,25.2
Jurong Island,2024,9,28,0,0,0,0,28.8,32.6,27.1,9.4,38.5
Jurong Island,2024,9,29,0,0,0,0,29.1,32,27.3,6.7,30.9
Jurong Island,2024,9,30,2,1.8,1.8,1.8,28.4,31.1,25.6,6.7,30.6
Jurong Island,2024,10,1,1.2,0.6,0.8,0.8,28,31.2,24.7,6.1,41.9
Jurong Island,2024,10,2,0,0,0,0,29.3,32,27.6,7,24.8
Jurong Island,2024,10,3,17.6,14.8,17.2,17.4,28.6,32.5,24.4,6.3,31.3
Jurong Island,2024,10,4,25,13.6,13.8,13.8,27.7,31.1,24.5,5.1,33.5
Jurong Island,2024,10,5,6.6,5.6,6.2,6.6,27.9,30.7,23.4,5.1,30.6
Jurong Island,2024,10,6,30,13.8,17.4,19.8,27.5,30.3,23.8,6.8,47.2
Jurong Island,2024,10,7,0,0,0,0,28.6,31.8,26.4,6.4,30.6
Jurong Island,2024,10,8,0,0,0,0,28.6,30.8,27.5,9,33.9
Jurong Island,2024,10,9,0,0,0,0,28.5,31,27.5,7.4,34.6
Jurong Island,2024,10,10,0,0,0,0,28.8,31.8,27.1,7,29.4
Jurong Island,2024,10,11,0,0,0,0,29.3,32.9,27.2,6.4,25.9
Jurong Island,2024,10,12,2.2,1.4,1.6,1.6,27.5,29,26.3,4.6,23
Jurong Island,2024,10,13,0,0,0,0,29,33,26.2,6.3,29.8
Jurong Island,2024,10,14,25,7,10.8,14.4,26.4,28.8,22.7,5.1,30.6
Jurong Island,2024,10,15,43.8,27.4,41.4,42.8,27.8,31.2,24.2,7.4,47.6
Jurong Island,2024,10,16,0.2,0.2,0.2,0.2,28.6,31.4,27.2,5.4,25.9
Jurong Island,2024,10,17,3.2,3.2,3.2,3.2,28,29.5,24.6,4.3,41.1
Jurong Island,2024,10,18,0,0,0,0,28.3,31.1,25.8,5.5,25.6
Jurong Island,2024,10,19,0,0,0,0,29.2,33.5,27.6,7.8,33.2
Jurong Island,2024,10,20,12.6,4.2,5.8,9.4,28,31.9,23.2,5.3,59.4
Jurong Island,2024,10,21,0,0,0,0,30.5,34.1,28,5.8,25.9
Jurong Island,2024,10,22,0,0,0,0,30.3,34.2,28.3,6.9,22.6
Jurong Island,2024,10,23,6.4,6.4,6.4,6.4,29.6,33,25,6.6,23.7
Jurong Island,2024,10,24,0,0,0,0,29.7,32.3,27.9,5.1,26.7
Jurong Island,2024,10,25,0.4,0.4,0.4,0.4,29.5,32.5,26.8,6.8,28.9
Jurong Island,2024,10,26,0,0,0,0,30.2,33,28.1,6.5,30.2
Jurong Island,2024,10,27,0,0,0,0,30.7,33.7,28.4,6.5,30.6
Jurong Island,2024,10,28,0,0,0,0,30.1,33.7,28.6,6.5,33.2
Jurong Island,2024,10,29,0,0,0,0,30.4,34,28,6.6,29.8
Jurong Island,2024,10,30,0,0,0,0,30.5,33.5,28.3,6.1,27.4
Jurong Island,2024,10,31,0,0,0,0,30,32.5,27.8,6.7,31.3
Jurong Island,2024,11,1,0,0,0,0,29.4,32.6,25.7,7.2,42
Jurong Island,2024,11,2,8.8,4.2,5.6,8.6,28.1,31.2,25.5,5.8,47.8
Jurong Island,2024,11,3,0.2,0.2,0.2,0.2,29.2,32.1,27.1,5.2,27.4
Jurong Island,2024,11,4,18.4,10.8,15,15.4,27.5,29.5,24.2,4.1,24.8
Jurong Island,2024,11,5,0,0,0,0,28.8,31.2,26.9,5.1,38.2
Jurong Island,2024,11,6,13.4,5.4,7.4,12.8,28,30.7,23.7,5.5,40.4
Jurong Island,2024,11,7,0,0,0,0,28.3,30.6,26.4,5.9,30.2
Jurong Island,2024,11,8,4.2,2.4,3.4,3.8,28.3,31.4,24.6,5.2,44.3
Jurong Island,2024,11,9,0,0,0,0,29,33,26.7,4.9,26.7
Jurong Island,2024,11,10,3.8,0.8,1.6,2.2,28.3,32,25.2,6.4,45.4
Jurong Island,2024,11,11,0,0,0,0.8,28.9,32.4,26.6,3.8,23
Jurong Island,2024,11,12,13.2,6,9,13.2,28.7,32.1,25.6,5.7,30.6
Jurong Island,2024,11,13,3.4,2.2,2.2,2.2,27.8,31.9,26.3,4.1,25.6
Jurong Island,2024,11,14,12.8,7.6,11.4,12.6,27.6,32.3,24.6,3.8,23.7
Jurong Island,2024,11,15,0,0,0,0,28.7,32,26.4,4.6,27.4
Jurong Island,2024,11,16,11.8,9.4,10.4,11.2,27.3,32.3,23.9,4.8,25.2
Jurong Island,2024,11,17,7.2,5.8,6.8,7.2,27.1,31.6,24.5,6.1,34.3
Jurong Island,2024,11,18,26.6,15,15,26,27,30.6,24,5.1,36.7
Jurong Island,2024,11,19,4.4,1.6,2.8,4.2,27.1,31.1,25.2,4.4,22.4
Jurong Island,2024,11,20,0,0,0,0,27.4,31,25.5,5.3,26.3
Jurong Island,2024,11,21,5.6,5.4,5.4,5.6,27.7,31.6,25.5,4.8,27
Jurong Island,2024,11,22,12,4.8,6.4,8.2,27.3,32.2,25.3,5.4,32.4
Jurong Island,2024,11,23,0.4,0.2,0.6,1,27.9,32.4,24.8,4.5,21.7
Jurong Island,2024,11,24,31,23.2,27.6,30.6,27.4,31.8,24.2,5.4,33.9
Jurong Island,2024,11,25,3.8,1.6,1.6,2,27.9,30.4,25.9,3.7,21.3
Jurong Island,2024,11,26,6.8,2,2.4,3.2,26.8,30,24.9,4.4,25.6
Jurong Island,2024,11,27,3.4,2.2,2.6,3,26.8,29.5,25.7,5.2,34.3
Jurong Island,2024,11,28,32,13.6,17.4,18.4,26,27.5,24.5,2.8,18.7
Jurong Island,2024,11,29,32.2,8,16,19,25.7,27.3,23.8,5.1,32
Jurong Island,2024,11,30,0,0,0,0,28.4,32.5,25.1,6.4,24.4
Jurong Island,2024,12,1,0,0,0,0,29,32.2,26.1,6.7,31.3
Jurong Island,2024,12,2,0,0,0,0,28.3,31.6,26.5,6.4,22.6
Jurong Island,2024,12,3,3.4,1,1.8,2.8,28.3,32.8,26,6.1,35.2
Jurong Island,2024,12,4,0.2,0.4,0.8,2.4,28.3,31.3,25.9,5.5,26.7
Jurong Island,2024,12,5,0,0,0,0,29.2,32.3,26.6,7.2,32.8
Jurong Island,2024,12,6,0,0,0,0,30.1,33.8,27.1,6.1,31.7
Jurong Island,2024,12,7,0,0,0,0,30.1,34,27.2,7,35.9
Jurong Island,2024,12,8,32.4,13.8,20,22.6,28.5,34.2,23.7,7.3,37
Jurong Island,2024,12,9,3.2,2.8,2.8,2.8,26.6,30.1,24.3,10.7,36.7
Jurong Island,2024,12,10,0,0,0,0,27.4,31.2,25.3,11.1,33.5
Jurong Island,2024,12,11,0,0,0,0,29.1,32.7,26.4,8.4,30.9
Jurong Island,2024,12,12,38,21.2,31.8,35.2,28.1,29.8,23.9,7.3,33.9
Jurong Island,2024,12,13,23,13.2,15.6,19.2,27.5,29.1,23.5,6.6,35.9
Jurong Island,2024,12,14,0,0,0,0,29.3,32.3,26.6,6.8,30.2
Jurong Island,2024,12,15,0,0,0,0,29.7,33.4,27.5,5.4,29.1
Jurong Island,2024,12,16,0,0,0,0,28.9,33.3,27.2,5.2,32.4
Jurong Island,2024,12,17,2.2,1.8,2,2.2,28,32.3,26.3,6.7,26.3
Jurong Island,2024,12,18,1.2,0.8,0.8,1.2,26.7,28.2,25.7,8.6,32.8
Jurong Island,2024,12,19,0,0,0,0,27.8,30,26,9.1,33.5
Jurong Island,2024,12,20,11.4,7.8,10.8,11.4,27.4,30.7,25,6.5,30.9
Jurong Island,2024,12,21,33,18.4,22.8,32.2,27.5,33.6,24.4,5.2,45
Jurong Island,2024,12,22,15.6,13.4,15.6,15.6,28,33,25.1,5.9,32.8
Jurong Island,2024,12,23,56.8,15.4,25.2,36.8,26.9,31.6,24.2,6.7,30.2
Jurong Island,2024,12,24,1.4,0.4,0.8,5.2,27.2,32.8,24.4,5.7,28.9
Jurong Island,2024,12,25,2.6,1.4,2.6,2.6,27.4,32.6,25.3,5.6,27.4
Jurong Island,2024,12,26,0.2,0.2,0.2,0.2,27.8,32.3,25.5,5.1,27.4
Jurong Island,2024,12,27,0,0,0,0,28.6,33.5,26.4,5.3,28.5
Jurong Island,2024,12,28,83.4,38.6,62.6,70.6,27.9,33.8,24.4,6.3,32.8
Jurong Island,2024,12,29,13.6,11.8,13.2,13.6,27.5,32.6,25.1,5.7,31.7
Jurong Island,2024,12,30,3,2.4,2.8,2.8,26.9,30.6,24,6.7,30.6
Jurong Island,2024,12,31,2.2,1.4,1.6,1.8,27.4,32.7,25.7,5.1,29.4
Choa Chu Kang (South),2024,1,1,5.8,4.4,4.4,4.4,25.8,28.9,24.6,13.1,34.3
Choa Chu Kang (South),2024,1,2,0,0,0,0.6,27.6,32.8,24.3,12.4,35.9
Choa Chu Kang (South),2024,1,3,0,0,0,0,27.7,31.2,25.8,12.8,30.6
Choa Chu Kang (South),2024,1,4,53.4,9.2,13,18,25.2,26.9,23.9,11.5,31.3
Choa Chu Kang (South),2024,1,5,2.2,1.4,1.6,1.8,26.6,30.3,24.5,15.6,35.9
Choa Chu Kang (South),2024,1,6,1,0.8,0.8,0.8,27,30.4,25.1,12.3,35
Choa Chu Kang (South),2024,1,7,65,24,31.8,40.4,24.3,26.1,23,11.1,29.8
Choa Chu Kang (South),2024,1,8,2,1.8,1.8,2,26.3,31.7,23.1,14.8,35
Choa Chu Kang (South),2024,1,9,8.8,2,3,4.2,26.7,30.6,24.2,14.5,31.7
Choa Chu Kang (South),2024,1,10,48,18.6,18.6,19.4,26.3,29.4,24.3,14.3,43.2
Choa Chu Kang (South),2024,1,11,0.4,0.4,0.4,0.4,27.2,29.8,25,14.7,47.6
Choa Chu Kang (South),2024,1,12,3.8,1,1.2,1.8,25.2,26.9,23.8,15,39.6
Choa Chu Kang (South),2024,1,13,0,0,0,0,26.9,31.1,24,11.7,25.6
Choa Chu Kang (South),2024,1,14,0,0,0,0,27.6,31.4,25.2,13.3,35
Choa Chu Kang (South),2024,1,15,11.6,10.8,11.4,11.4,27.6,32.1,25.5,13.5,40.7
Choa Chu Kang (South),2024,1,16,3.6,2,2.6,3.2,26.9,30.1,24.4,,37.8
Choa Chu Kang (South),2024,1,17,7.8,7,7.2,7.4,27.3,31.3,25.1,9.7,46.1
Choa Chu Kang (South),2024,1,18,15.2,9.4,9.6,9.8,26.4,29.6,24.3,5.5,47.6
Choa Chu Kang (South),2024,1,19,1.2,0.4,0.6,0.8,26.4,29.9,25.1,4.3,24.8
Choa Chu Kang (South),2024,1,20,9.8,1.6,2.4,3.2,24.7,26.5,23.3,4.5,16.1
Choa Chu Kang (South),2024,1,21,0.8,0.6,0.6,0.6,27.3,34,23.3,5.8,22
Choa Chu Kang (South),2024,1,22,0,0,0,0,28.2,33.3,24.6,5.7,25.6
Choa Chu Kang (South),2024,1,23,52.2,19.6,29.4,50,26.6,32.9,23.3,5,27.8
Choa Chu Kang (South),2024,1,24,58.4,19.4,27.6,29.6,25.9,30.5,23.8,4.9,28.2
Choa Chu Kang (South),2024,1,25,3.4,1.2,3,4.8,25.9,29.9,24.4,7,25.2
Choa Chu Kang (South),2024,1,26,0,0,0.2,0.2,27.7,31.9,25.1,11.5,37.4
Choa Chu Kang (South),2024,1,27,0,0,0,0,28.2,31.8,26,13.1,41.5
Choa Chu Kang (South),2024,1,28,0.4,0.4,0.4,0.4,28,31.8,25.4,11.9,39.3
Choa Chu Kang (South),2024,1,29,0,0,0,0,27.9,31.9,25.4,11.8,35.6
Choa Chu Kang (South),2024,1,30,1.6,1.6,1.6,1.6,27.3,30.8,24.9,8.3,32.8
Choa Chu Kang (South),2024,1,31,0,0,0,0,27.7,32.5,24.9,8.2,30.6
Choa Chu Kang (South),2024,2,1,0,0,0,0,28.1,32.6,26.2,9.9,29.1
Choa Chu Kang (South),2024,2,2,40,20.6,27.8,34,27.3,33.3,24.9,7,33.2
Choa Chu Kang (South),2024,2,3,39,34,37.4,39,27.6,33.6,24.2,7.7,28.5
Choa Chu Kang (South),2024,2,4,0.2,0.2,0.2,0.2,28.1,33.6,24.8,5.7,22.6
Choa Chu Kang (South),2024,2,5,1.4,1.4,1.4,1.4,28.4,34.5,24.9,7.6,30.2
Choa Chu Kang (South),2024,2,6,0,0,0,0,28.4,33.4,25,5.8,23.7
Choa Chu Kang (South),2024,2,7,1,0.8,1,1,28,32.9,25.6,6.7,29.1
Choa Chu Kang (South),2024,2,8,4.4,3.2,4.4,4.4,28.1,34.1,25.6,6.1,26.7
Choa Chu Kang (South),2024,2,9,11.2,5.6,7.2,10.6,27.6,33.4,25.3,7.2,24.4
Choa Chu Kang (South),2024,2,10,11.6,10.6,11.4,11.4,27.3,32.1,23.8,9.3,42.4
Choa Chu Kang (South),2024,2,11,0,0.2,0.2,10.8,27.7,31.8,24.9,8.8,38.9
Choa Chu Kang (South),2024,2,12,7.4,5.4,5.4,5.4,26.8,30.6,24.6,8.2,38.5
Choa Chu Kang (South),2024,2,13,8.2,4.2,5.8,6.2,26.5,29.4,24.7,8.8,46.1
Choa Chu Kang (South),2024,2,14,15.4,7.8,7.8,8,27.2,31.7,24.9,8.6,36.7
Choa Chu Kang (South),2024,2,15,2.2,1,1,2,26.9,29.7,25.7,8.5,33.9
Choa Chu Kang (South),2024,2,16,0,0,0,0,27.9,31.5,26,12,42
Choa Chu Kang (South),2024,2,17,1.4,1.4,1.4,1.4,27.3,31.5,24.8,8.6,35.2
Choa Chu Kang (South),2024,2,18,2.6,2.6,2.6,2.6,28.1,32.4,25.6,8.1,25.6
Choa Chu Kang (South),2024,2,19,0.2,0.2,0.2,0.2,28,32.6,25.7,8.1,27.8
Choa Chu Kang (South),2024,2,20,1,0.8,0.8,0.8,28.6,34.3,26,7.8,28.5
